cell_id,model,persona,construct_id,left,right,cluster
G_P_run1,M1,S,C_M1_1,"Protect system/staff from corrosive ranking burden (E1, E2)",Protect vulnerable groups from biased quantification (E5),1
G_P_run1,M1,S,C_M1_2,"Reject scoring as legitimate triage instrument (E1, E5)",Accept prognostic scoring as binding allocation mechanism (E4),9
G_P_run1,M1,S,C_M1_3,"Prioritize institutional sustainability and clinician moral capacity (E1, E2)",Prioritize marginal lives saved per scarce bed (E4),2
G_P_run1,M2,E,C_M2_1,Rejects quantified triage as morally/socially corrosive,Embraces predictive survival scoring to maximize lives,9
G_P_run1,M2,E,C_M2_2,Prioritizes system legitimacy and clinician endurance,Prioritizes measurable survival optimization,9
G_P_run1,M2,E,C_M2_3,Treats moral sustainability as the binding constraint,Treats ICU bed efficiency as the binding constraint,2
G_P_run1,M3,H,C_M3_1,Refuses to quantify human worth or measure lives against one another,Reduces patient survival to calculable variables and institutional risk metrics,2
G_P_run1,M3,H,C_M3_2,Centers moral injury and the psychological burden inflicted on frontline clinicians,Centers the mechanical optimization of biological yield and constrained bed capacity,2
G_P_run1,M4,C,C_M4_1,Quantitative triage efficiency,Moral skepticism of formal triage,7
G_P_run1,M4,C,C_M4_2,Moral and ethical critique of quantification,Focus on systemic trust and sustainability,2
G_P_run1,M4,C,C_M4_3,Utilitarian life-saving optimization,Fairness through random allocation,9
G_P_run2,M1,S,C_M1_1,"Focus on systemic/second-order effects on the system (E2, E4)",Focus on direct first-order clinical outcomes (E1),1
G_P_run2,M1,S,C_M1_2,"Skepticism toward predictive scoring as flawed or fragile (E3, E4)",Confidence in validated predictive instruments (E5),8
G_P_run2,M1,S,C_M1_3,"Endorses optimizing for predicted survival (E1, E5)",Rejects optimization due to hidden secondary costs (E4),9
G_P_run2,M2,E,C_M2_1,Distrusts predictive triage for systemic harms,Trusts auditable survival prediction,9
G_P_run2,M2,E,C_M2_2,Maximizes acute survival using prediction,Minimizes triage burden and staffing collapse,9
G_P_run2,M2,E,C_M2_3,Emphasizes second-order operational collapse,Emphasizes dignity and distributive injustice,2
G_P_run2,M3,H,C_M3_1,Centers unseen secondary harms and moral costs to human stakeholders,Relies exclusively on standardized quantitative metrics and primary clinical endpoints,2
G_P_run2,M3,H,C_M3_2,"Evaluates protocols by their impact on equity, dignity, and moral injury",Evaluates protocols by operational efficiency and aggregate biological survival,2
G_P_run2,M4,C,C_M4_1,Rejects algorithmic scoring in triage,Endorses algorithmic scoring for survival,9
G_P_run2,M4,C,C_M4_2,Prioritizes systemic resilience under crisis,Prioritizes distributive justice for patients,9
G_P_run2,M4,C,C_M4_3,Evidence-based survival maximization,Equity-based protection of vulnerable groups,9
G_P_run3,M2,E,C_M2_1,Skeptical of survival prediction reliability,Trusts survival prediction for allocation,9
G_P_run3,M2,E,C_M2_2,Empirical survival-prediction framing,Intrinsic dignity and moral equality framing,2
G_P_run3,M2,E,C_M2_3,Rejects prognostic scoring for FCFS/floor,Allocates by predicted short-term survival,9
G_P_run3,M3,H,C_M3_1,Prioritizing human dignity and the preservation of long-term socio-moral fabric,Narrow economic optimization of an immediate physical resource bottleneck,2
G_P_run3,M3,H,C_M3_2,Acknowledging the moral and epistemic limits of algorithmic predictive scoring,Uncritical reliance on quantified utilitarian metrics to allocate life-saving care,9
G_P_run3,M4,C,C_M4_1,Maximizing measurable lives saved,Preserving equal moral worth,2
G_P_run3,M4,C,C_M4_2,Short-term survival optimization,Long-term institutional resilience,9
G_P_run3,M4,C,C_M4_3,Allocation anchored in dignity/trust,Allocation anchored in survival odds,2
G_P_run3,M5,Q,C_M5_1,First-come-first-served queue allocation,Prognostic survival-based triage,9
G_P_run3,M5,Q,C_M5_2,Consequentialist outcome optimization,Epistemic uncertainty regarding predictions,9
G_P_run3,M5,Q,C_M5_3,Moral dignity and procedural legitimacy,Statistical survival maximization,2
G_P_run4,M1,S,C_M1_1,"Protect system/vulnerable from corrosive ranking acts (E4, E5)",Categorical anti-discrimination commitment via exclusion rules (E1),7
G_P_run4,M1,S,C_M1_2,"Maximize expected lives saved within surge (E2, E3)",Preserve institutional integrity beyond surge (E4),1
G_P_run4,M1,S,C_M1_3,"Reject protocol due to second-order moral/trust damage (E4, E5)",Embrace validated predictive instrument for auditable execution (E3),1
G_P_run4,M2,E,C_M2_1,Immediate survival-maximizing rationing,Institutional trust and moral resilience,2
G_P_run4,M2,E,C_M2_2,Predictive survival optimization,Implementation legitimacy and moral-injury risk,9
G_P_run4,M2,E,C_M2_3,Reject score-based optimization as systemically harmful,Prioritize predicted short-term survival,9
G_P_run4,M3,H,C_M3_1,Mitigating distributive harm to vulnerable and historically marginalized patient populations (10),Mitigating moral injury to clinical staff and preserving institutional trust (10),2
G_P_run4,M4,C,C_M4_1,Concern for irreversible harm and inequity from scoring triage,Confidence in validated scoring triage to maximize lives,9
G_P_run4,M4,C,C_M4_2,Preserving system trust and staff integrity over lives-saved,Maximizing immediate survival via predictive scoring,9
G_P_run4,M5,Q,C_M5_1,Procedural allocation without survival prediction,Predictive survival-based optimization,9
G_P_run4,M5,Q,C_M5_2,Survival-maximizing utilitarian triage,Equity-protective categorical allocation,9
G_P_run4,M5,Q,C_M5_3,Immediate patient survival maximization,Long-term institutional resilience preservation,9
G_P_run5,M1,S,C_M1_1,Trust point-estimate clinical prediction under crisis,Treat predictive models as epistemically brittle,9
G_P_run5,M1,S,C_M1_2,Optimize narrow within-episode survival arithmetic,Protect surrounding social and institutional fabric,9
G_P_run5,M1,S,C_M1_3,Foreground explicit ethical or systemic values,Defer to physiologic expected-value calculation,2
G_P_run5,M2,E,C_M2_1,Mortality minimization via clinical prediction,Social legitimacy over survival maximization,9
G_P_run5,M2,E,C_M2_2,Categorical exclusions plus lottery,First-come access with medical floor,9
G_P_run5,M2,E,C_M2_3,Lottery-based protection from arbitrary devaluation,Scarce bed-hours as binding constraint,9
G_P_run5,M3,H,C_M3_1,Reducing patients to utilitarian arithmetic to maximize aggregate survival,Centering intrinsic dignity to protect vulnerable stakeholders from systemic devaluation,2
G_P_run5,M3,H,C_M3_2,Rejecting clinical algorithms as ethically arbitrary and epistemically flawed drivers of harm,Uncritical faith in predictive modeling to objectively calculate expected human value,2
G_P_run5,M4,C,C_M4_1,Rejects clinical prediction as the foundation for triage,Relies on clinical prediction to drive triage decisions,9
G_P_run5,M4,C,C_M4_2,Prioritizes aggregate survival maximization above all,Prioritizes protection of vulnerable groups over aggregate survival,9
G_P_run5,M4,C,C_M4_3,Targets immediate survival optimization in this wave,Elevates systemic sustainability and epistemic caution over immediate survival,3
G_P_run5,M5,Q,C_M5_1,Prognostic stratification,Temporal queuing,9
G_P_run5,M5,Q,C_M5_2,Graduated survival-ranking,Flat allocation (temporal or random),9
G_P_run5,M5,Q,C_M5_3,Assessment of predictive validity,Protection of vulnerable dignity,2
